dataset,seed,n_nodes,n_leaves,depth,mean_node_margin,binary_split_fraction,method,fit_time_sec
segment,11,23.0,12.0,5.0,0.0162597593928538,0.0,matched_gini,0.0386994000000413
segment,11,17.0,9.0,5.0,,,noise_augmented_cart,0.0142374999995809
segment,11,,,,,,random_forest,0.1379331999924034
segment,11,,,,,,rbf_svm,0.0180324999964796
segment,12,15.0,8.0,5.0,,,cart_fixed,0.0055109999957494
segment,12,35.0,18.0,10.0,,,cart_pruned,0.0823341000068467
segment,12,81.0,41.0,15.0,,,cart_tuned_depth,0.0445936000032816
segment,12,,,,,,extra_trees,0.0527684999979101
segment,12,,,,,,linear_svm,0.0086146999965421
segment,12,17.0,9.0,5.0,0.0381301593386433,0.0,mags_binary_excluded,0.0398390999762341
segment,12,17.0,9.0,5.0,0.0381301593386433,0.0,mags_fixed,0.0369650999782606
segment,12,33.0,17.0,6.0,0.0248538412151327,0.0,mags_tuned,1.286371800000779
segment,12,23.0,12.0,5.0,0.0248415242392785,0.0,matched_gini,0.0575954000232741
segment,12,17.0,9.0,5.0,,,noise_augmented_cart,0.0138451000093482
segment,12,,,,,,random_forest,0.1380279999866616
segment,12,,,,,,rbf_svm,0.0130711999954655
segment,13,15.0,8.0,5.0,,,cart_fixed,0.0045133999956306
segment,13,59.0,30.0,12.0,,,cart_pruned,0.0797057000163476
segment,13,77.0,39.0,13.0,,,cart_tuned_depth,0.0442470999842044
segment,13,,,,,,extra_trees,0.0587092999776359
segment,13,,,,,,linear_svm,0.0096812999981921
segment,13,19.0,10.0,5.0,0.1028448465569246,0.0,mags_binary_excluded,0.0435148999968078
segment,13,19.0,10.0,5.0,0.1028448465569246,0.0,mags_fixed,0.0423600999929476
segment,13,47.0,24.0,8.0,0.0621541836306674,0.0,mags_tuned,1.3552409999829251
segment,13,19.0,10.0,5.0,0.1028076400235795,0.0,matched_gini,0.0455850000143982
segment,13,19.0,10.0,5.0,,,noise_augmented_cart,0.0142960000084713
segment,13,,,,,,random_forest,0.1320867999747861
segment,13,,,,,,rbf_svm,0.0121154999942518
segment,14,15.0,8.0,5.0,,,cart_fixed,0.0055472000094596
segment,14,41.0,21.0,11.0,,,cart_pruned,0.090113599988399
segment,14,41.0,21.0,8.0,,,cart_tuned_depth,0.0514320000074803
segment,14,,,,,,extra_trees,0.0633625000191386
segment,14,,,,,,linear_svm,0.0102220999833662
segment,14,17.0,9.0,5.0,0.0122863017406003,0.0,mags_binary_excluded,0.0460176999913528
segment,14,17.0,9.0,5.0,0.0122863017406003,0.0,mags_fixed,0.0395109999808482
segment,14,47.0,24.0,8.0,0.0409041588213139,0.0,mags_tuned,1.5023164000012912
segment,14,19.0,10.0,5.0,0.0684529355939282,0.0,matched_gini,0.0476709999784361
segment,14,17.0,9.0,5.0,,,noise_augmented_cart,0.0144337999809067
segment,14,,,,,,random_forest,0.1540344000095501
segment,14,,,,,,rbf_svm,0.0173624000162817
segment,15,15.0,8.0,5.0,,,cart_fixed,0.0055385000014211
segment,15,81.0,41.0,15.0,,,cart_pruned,0.0837056000018492
segment,15,59.0,30.0,10.0,,,cart_tuned_depth,0.0463964000227861
segment,15,,,,,,extra_trees,0.0595198000082746
segment,15,,,,,,linear_svm,0.0094313000154215
segment,15,15.0,8.0,5.0,0.0390446968286229,0.0,mags_binary_excluded,0.0374646999989636
segment,15,15.0,8.0,5.0,0.0390446968286229,0.0,mags_fixed,0.0307158999785315
segment,15,39.0,20.0,8.0,0.0282371976618776,0.0,mags_tuned,1.5436925999820232
segment,15,15.0,8.0,5.0,0.0390446968286229,0.0,matched_gini,0.0353738999983761
segment,15,19.0,10.0,5.0,,,noise_augmented_cart,0.0143234000133816
segment,15,,,,,,random_forest,0.136481299996376
segment,15,,,,,,rbf_svm,0.0116936000122223
segment,16,15.0,8.0,5.0,,,cart_fixed,0.0045524000015575
segment,16,43.0,22.0,10.0,,,cart_pruned,0.0826163000019732
segment,16,61.0,31.0,10.0,,,cart_tuned_depth,0.0452298000163864
segment,16,,,,,,extra_trees,0.0558826000196859
segment,16,,,,,,linear_svm,0.0089577999897301
segment,16,17.0,9.0,5.0,0.0116593810125091,0.0,mags_binary_excluded,0.0329441000067163
segment,16,17.0,9.0,5.0,0.0116593810125091,0.0,mags_fixed,0.0328774999943561
segment,16,49.0,25.0,8.0,0.0512639236468281,0.0,mags_tuned,1.711945499991998
segment,16,17.0,9.0,5.0,0.0116593810125091,0.0,matched_gini,0.0331812000076752
segment,16,17.0,9.0,5.0,,,noise_augmented_cart,0.0145373000123072
segment,16,,,,,,random_forest,0.1483538000029511
segment,16,,,,,,rbf_svm,0.0121156999957747
segment,17,15.0,8.0,5.0,,,cart_fixed,0.0054044999997131
segment,17,43.0,22.0,12.0,,,cart_pruned,0.0829187000053934
segment,17,57.0,29.0,10.0,,,cart_tuned_depth,0.0453088000067509
segment,17,,,,,,extra_trees,0.0563222999917343
segment,17,,,,,,linear_svm,0.0091348999994806
segment,17,17.0,9.0,5.0,0.0663277540262009,0.0,mags_binary_excluded,0.0377574000158347
segment,17,17.0,9.0,5.0,0.0663277540262009,0.0,mags_fixed,0.0326712999958545
segment,17,39.0,20.0,8.0,0.0481566596794593,0.0,mags_tuned,1.3646263999980874
segment,17,17.0,9.0,5.0,0.0422666598849198,0.0,matched_gini,0.0458926999999675
segment,17,19.0,10.0,5.0,,,noise_augmented_cart,0.0178390000073704
segment,17,,,,,,random_forest,0.1403304999985266
segment,17,,,,,,rbf_svm,0.0140968000050634
segment,18,17.0,9.0,5.0,,,cart_fixed,0.0055651000002399
segment,18,53.0,27.0,11.0,,,cart_pruned,0.0873658999917097
segment,18,87.0,44.0,15.0,,,cart_tuned_depth,0.0465100000146776
segment,18,,,,,,extra_trees,0.0543723999871872
segment,18,,,,,,linear_svm,0.0082418000092729
segment,18,19.0,10.0,5.0,0.0863589306292142,0.0,mags_binary_excluded,0.0375409999978728
segment,18,19.0,10.0,5.0,0.0863589306292142,0.0,mags_fixed,0.0377830000070389
segment,18,49.0,25.0,8.0,0.0792832621716172,0.0,mags_tuned,1.555918499972904
segment,18,19.0,10.0,5.0,0.0267098078221967,0.0,matched_gini,0.0376353999890852
segment,18,17.0,9.0,5.0,,,noise_augmented_cart,0.0145741000014822
segment,18,,,,,,random_forest,0.1443855999968946
segment,18,,,,,,rbf_svm,0.0125677000032737
segment,19,15.0,8.0,5.0,,,cart_fixed,0.0047568000154569
segment,19,51.0,26.0,13.0,,,cart_pruned,0.0835917000076733
segment,19,61.0,31.0,10.0,,,cart_tuned_depth,0.0454499000043142
segment,19,,,,,,extra_trees,0.0565327999938745
segment,19,,,,,,linear_svm,0.0086123000073712
segment,19,23.0,12.0,5.0,0.147094272789875,0.0,mags_binary_excluded,0.044583800015971
segment,19,23.0,12.0,5.0,0.147094272789875,0.0,mags_fixed,0.0478057999862358
segment,19,49.0,25.0,8.0,0.1263453531781375,0.0,mags_tuned,1.536361800011946
segment,19,17.0,9.0,5.0,0.0261998253730512,0.0,matched_gini,0.0312061999866273
segment,19,19.0,10.0,5.0,,,noise_augmented_cart,0.0149884000129532
segment,19,,,,,,random_forest,0.1410619000089354
segment,19,,,,,,rbf_svm,0.0118264000047929
segment,20,15.0,8.0,5.0,,,cart_fixed,0.0056439999898429
segment,20,33.0,17.0,9.0,,,cart_pruned,0.0845181999902706
segment,20,41.0,21.0,8.0,,,cart_tuned_depth,0.0445329000067431
segment,20,,,,,,extra_trees,0.0527167999825906
segment,20,,,,,,linear_svm,0.0081845000095199
segment,20,17.0,9.0,5.0,0.0197694463126992,0.0,mags_binary_excluded,0.0475071999826468
segment,20,17.0,9.0,5.0,0.0197694463126992,0.0,mags_fixed,0.0376047999889124
segment,20,25.0,13.0,6.0,0.0529402280119799,0.0,mags_tuned,1.76043630001368
segment,20,17.0,9.0,5.0,0.0197694463126992,0.0,matched_gini,0.0390470000274945
segment,20,19.0,10.0,5.0,,,noise_augmented_cart,0.0143741000210866
segment,20,,,,,,random_forest,0.1279988000169396
segment,20,,,,,,rbf_svm,0.020087400014745
segment,21,15.0,8.0,5.0,,,cart_fixed,0.0044830999977421
segment,21,39.0,20.0,10.0,,,cart_pruned,0.0864893000107258
segment,21,63.0,32.0,10.0,,,cart_tuned_depth,0.0455656999838538
segment,21,,,,,,extra_trees,0.0553070000023581
segment,21,,,,,,linear_svm,0.0096339000156149
segment,21,17.0,9.0,5.0,0.0240750611982256,0.0,mags_binary_excluded,0.0398853999795392
segment,21,17.0,9.0,5.0,0.0240750611982256,0.0,mags_fixed,0.0386259999941103
segment,21,25.0,13.0,6.0,0.0332086679775312,0.0,mags_tuned,1.3981233999948015
segment,21,17.0,9.0,5.0,0.0240750611982256,0.0,matched_gini,0.0349025999894365
segment,21,19.0,10.0,5.0,,,noise_augmented_cart,0.0147458999999798
segment,21,,,,,,random_forest,0.1459460000041872
segment,21,,,,,,rbf_svm,0.0123114000016357
segment,22,15.0,8.0,5.0,,,cart_fixed,0.0046078999876044
segment,22,75.0,38.0,15.0,,,cart_pruned,0.0860856999934185
segment,22,75.0,38.0,15.0,,,cart_tuned_depth,0.053962899983162
segment,22,,,,,,extra_trees,0.0564109999977517
segment,22,,,,,,linear_svm,0.0087615000084042
segment,22,19.0,10.0,5.0,0.0211184262075833,0.0,mags_binary_excluded,0.0391999999992549
segment,22,19.0,10.0,5.0,0.0211184262075833,0.0,mags_fixed,0.0420683000120334
segment,22,43.0,22.0,8.0,0.0270385683627305,0.0,mags_tuned,1.4882999999972526
segment,22,19.0,10.0,5.0,0.014617396453707,0.0,matched_gini,0.044261600007303
segment,22,19.0,10.0,5.0,,,noise_augmented_cart,0.0155266000074334
segment,22,,,,,,random_forest,0.138422400021227
segment,22,,,,,,rbf_svm,0.0126479000027757
segment,23,15.0,8.0,5.0,,,cart_fixed,0.0054320999770425
segment,23,53.0,27.0,12.0,,,cart_pruned,0.0897974999970756
segment,23,59.0,30.0,10.0,,,cart_tuned_depth,0.0481002999877091
segment,23,,,,,,extra_trees,0.0563499999989289
segment,23,,,,,,linear_svm,0.0094008000160101
segment,23,21.0,11.0,5.0,0.0468930845904514,0.0,mags_binary_excluded,0.0360657999990507
segment,23,21.0,11.0,5.0,0.0468930845904514,0.0,mags_fixed,0.0355510000081267
segment,23,29.0,15.0,6.0,0.0571438259369097,0.0,mags_tuned,1.4878694000071846
segment,23,21.0,11.0,5.0,0.0144953167481578,0.0,matched_gini,0.0480622999893967
segment,23,19.0,10.0,5.0,,,noise_augmented_cart,0.0146631000097841
segment,23,,,,,,random_forest,0.145580099982908
segment,23,,,,,,rbf_svm,0.0130057999922428
segment,24,15.0,8.0,5.0,,,cart_fixed,0.0046498000156134
segment,24,37.0,19.0,11.0,,,cart_pruned,0.0947870000090915
segment,24,59.0,30.0,10.0,,,cart_tuned_depth,0.0544280000030994
segment,24,,,,,,extra_trees,0.0563011999765876
segment,24,,,,,,linear_svm,0.008920099993702
segment,24,19.0,10.0,5.0,0.0382410238537298,0.0,mags_binary_excluded,0.0364749000000301
segment,24,19.0,10.0,5.0,0.0382410238537298,0.0,mags_fixed,0.0319388000061735
segment,24,49.0,25.0,8.0,0.0373305521040754,0.0,mags_tuned,1.373170900013065
segment,24,19.0,10.0,5.0,0.0269343452945855,0.0,matched_gini,0.0329152000194881
segment,24,19.0,10.0,5.0,,,noise_augmented_cart,0.0146683999919332
segment,24,,,,,,random_forest,0.1424925999890547
segment,24,,,,,,rbf_svm,0.0147350000042933
segment,25,15.0,8.0,5.0,,,cart_fixed,0.0046181000070646
segment,25,25.0,13.0,9.0,,,cart_pruned,0.0805615000135731
segment,25,77.0,39.0,15.0,,,cart_tuned_depth,0.0470190999913029
segment,25,,,,,,extra_trees,0.0545351000037044
segment,25,,,,,,linear_svm,0.008852900005877
segment,25,19.0,10.0,5.0,0.0241938967187829,0.0,mags_binary_excluded,0.0445734999957494
segment,25,19.0,10.0,5.0,0.0241938967187829,0.0,mags_fixed,0.0357401999935973
segment,25,41.0,21.0,8.0,0.0614974004132761,0.0,mags_tuned,1.320563699991908
segment,25,19.0,10.0,5.0,0.0241938967187829,0.0,matched_gini,0.0437999000132549
segment,25,17.0,9.0,5.0,,,noise_augmented_cart,0.0139656999963335
segment,25,,,,,,random_forest,0.1451327000104356
segment,25,,,,,,rbf_svm,0.0124821999925188
segment,26,15.0,8.0,5.0,,,cart_fixed,0.0054315000015776
segment,26,37.0,19.0,10.0,,,cart_pruned,0.0859482000232674
segment,26,61.0,31.0,10.0,,,cart_tuned_depth,0.0449217999994289
segment,26,,,,,,extra_trees,0.0559207999904174
segment,26,,,,,,linear_svm,0.0099149000016041
segment,26,17.0,9.0,5.0,0.1456177060734983,0.0,mags_binary_excluded,0.0399894999864045
segment,26,17.0,9.0,5.0,0.1456177060734983,0.0,mags_fixed,0.0324567000207025
segment,26,51.0,26.0,8.0,0.1053180263486366,0.0,mags_tuned,1.550665899994783
segment,26,17.0,9.0,5.0,0.0791206130502425,0.0,matched_gini,0.0374336999957449
segment,26,19.0,10.0,5.0,,,noise_augmented_cart,0.0141345000010915
segment,26,,,,,,random_forest,0.1425323000003118
segment,26,,,,,,rbf_svm,0.0117585000116378
segment,27,17.0,9.0,5.0,,,cart_fixed,0.0047754000115673
segment,27,25.0,13.0,9.0,,,cart_pruned,0.0901661999814678
segment,27,67.0,34.0,10.0,,,cart_tuned_depth,0.0498670999950263
segment,27,,,,,,extra_trees,0.0616968999966047
segment,27,,,,,,linear_svm,0.0091233000275678
segment,27,21.0,11.0,5.0,0.0394109391372726,0.0,mags_binary_excluded,0.0384899000055156
segment,27,21.0,11.0,5.0,0.0394109391372726,0.0,mags_fixed,0.035314400010975
segment,27,51.0,26.0,8.0,0.0699109655290678,0.0,mags_tuned,1.974559499998577
segment,27,21.0,11.0,5.0,0.0119841077901967,0.0,matched_gini,0.0370209999964572
segment,27,19.0,10.0,5.0,,,noise_augmented_cart,0.0157392999972216
segment,27,,,,,,random_forest,0.142655100004049
segment,27,,,,,,rbf_svm,0.0156602000060956
segment,28,15.0,8.0,5.0,,,cart_fixed,0.0055607999966014
segment,28,33.0,17.0,9.0,,,cart_pruned,0.0861776999954599
segment,28,77.0,39.0,16.0,,,cart_tuned_depth,0.0480281000200193
segment,28,,,,,,extra_trees,0.0540901999920606
segment,28,,,,,,linear_svm,0.0090431999997235
segment,28,17.0,9.0,5.0,0.0102647474390632,0.0,mags_binary_excluded,0.0324112999951466
segment,28,17.0,9.0,5.0,0.0102647474390632,0.0,mags_fixed,0.0372827999817673
segment,28,49.0,25.0,8.0,0.0481613401821436,0.0,mags_tuned,1.2670733999984805
segment,28,17.0,9.0,5.0,0.0074198453001261,0.0,matched_gini,0.0362285000155679
segment,28,19.0,10.0,5.0,,,noise_augmented_cart,0.0142837000021245
segment,28,,,,,,random_forest,0.145192500000121
segment,28,,,,,,rbf_svm,0.0121609000198077
segment,29,17.0,9.0,5.0,,,cart_fixed,0.0055469000071752
segment,29,33.0,17.0,10.0,,,cart_pruned,0.0805537999840453
segment,29,79.0,40.0,13.0,,,cart_tuned_depth,0.0486631999956443
segment,29,,,,,,extra_trees,0.059664000000339
segment,29,,,,,,linear_svm,0.009419500012882
segment,29,19.0,10.0,5.0,0.0735164560795789,0.0,mags_binary_excluded,0.0430500000074971
segment,29,19.0,10.0,5.0,0.0735164560795789,0.0,mags_fixed,0.0540157999785151
segment,29,43.0,22.0,8.0,0.0648422788497665,0.0,mags_tuned,1.3664133000129368
segment,29,19.0,10.0,5.0,0.0420141696597818,0.0,matched_gini,0.0377311999909579
segment,29,19.0,10.0,5.0,,,noise_augmented_cart,0.0164885999984107
segment,29,,,,,,random_forest,0.1343912000011187
segment,29,,,,,,rbf_svm,0.0119186000083573
sonar,0,19.0,10.0,4.0,,,cart_fixed,0.00166559999343
sonar,0,3.0,2.0,1.0,,,cart_pruned,0.0164016000053379
sonar,0,19.0,10.0,4.0,,,cart_tuned_depth,0.0156748000008519
sonar,0,,,,,,extra_trees,0.0384558000077959
sonar,0,,,,,,linear_svm,0.0015913999814074
sonar,0,21.0,11.0,4.0,0.1080452377350596,0.0,mags_binary_excluded,0.1162657999957446
sonar,0,21.0,11.0,4.0,0.1080452377350596,0.0,mags_fixed,0.09889180000755
sonar,0,7.0,4.0,2.0,0.0082445298712861,0.0,mags_tuned,2.654759199998807
sonar,0,21.0,11.0,4.0,0.0411024610857413,0.0,matched_gini,0.107094999984838
sonar,0,23.0,12.0,4.0,,,noise_augmented_cart,0.0033686000097077
sonar,0,,,,,,random_forest,0.0665958999888971
sonar,0,,,,,,rbf_svm,0.0009185999806504
sonar,1,21.0,11.0,4.0,,,cart_fixed,0.0018599999893922
sonar,1,23.0,12.0,5.0,,,cart_pruned,0.020422800007509
sonar,1,7.0,4.0,2.0,,,cart_tuned_depth,0.01569600001676
sonar,1,,,,,,extra_trees,0.0438884999894071
sonar,1,,,,,,linear_svm,0.0018665000097826
sonar,1,23.0,12.0,4.0,0.0781352091932071,0.0,mags_binary_excluded,0.1396673000126611
sonar,1,23.0,12.0,4.0,0.0781352091932071,0.0,mags_fixed,0.1207356000086292
sonar,1,29.0,15.0,5.0,0.0860139608419727,0.0,mags_tuned,2.870811699976912
sonar,1,23.0,12.0,4.0,0.0529172172232623,0.0,matched_gini,0.1520817999844439
sonar,1,25.0,13.0,4.0,,,noise_augmented_cart,0.0032268000068143
sonar,1,,,,,,random_forest,0.0622603000083472
sonar,1,,,,,,rbf_svm,0.0013630999892484
sonar,2,21.0,11.0,4.0,,,cart_fixed,0.0019718000257853
sonar,2,25.0,13.0,5.0,,,cart_pruned,0.0274123000272084
sonar,2,7.0,4.0,2.0,,,cart_tuned_depth,0.0184905000205617
sonar,2,,,,,,extra_trees,0.0451886000228114
sonar,2,,,,,,linear_svm,0.0023996999952942
sonar,2,19.0,10.0,4.0,0.04266044398003,0.0,mags_binary_excluded,0.1358101000078022
sonar,2,19.0,10.0,4.0,0.04266044398003,0.0,mags_fixed,0.1193217999825719
sonar,2,7.0,4.0,2.0,0.0145893918009272,0.0,mags_tuned,3.0992646000231616
sonar,2,19.0,10.0,4.0,0.0173682692932069,0.0,matched_gini,0.1333765000163111
sonar,2,19.0,10.0,4.0,,,noise_augmented_cart,0.0033822999976109
sonar,2,,,,,,random_forest,0.0762089999916497
sonar,2,,,,,,rbf_svm,0.0009081000171136
sonar,3,23.0,12.0,4.0,,,cart_fixed,0.0019593999895732
sonar,3,15.0,8.0,4.0,,,cart_pruned,0.0220448999898508
sonar,3,7.0,4.0,2.0,,,cart_tuned_depth,0.0161034000047948
sonar,3,,,,,,extra_trees,0.0426446000055875
sonar,3,,,,,,linear_svm,0.0016854999994393
sonar,3,19.0,10.0,4.0,0.0599210780716979,0.0,mags_binary_excluded,0.1183689999743364
sonar,3,19.0,10.0,4.0,0.0599210780716979,0.0,mags_fixed,0.1218262999900616
sonar,3,25.0,13.0,6.0,0.15045376843815,0.0,mags_tuned,2.6438825000077486
sonar,3,19.0,10.0,4.0,0.0249201287437307,0.0,matched_gini,0.1046335000137332
sonar,3,21.0,11.0,4.0,,,noise_augmented_cart,0.0034520000044722
sonar,3,,,,,,random_forest,0.065580000024056
sonar,3,,,,,,rbf_svm,0.0010711000068113
sonar,4,17.0,9.0,4.0,,,cart_fixed,0.0020658999856095
sonar,4,3.0,2.0,1.0,,,cart_pruned,0.020245599996997
sonar,4,7.0,4.0,2.0,,,cart_tuned_depth,0.0174371000030078
sonar,4,,,,,,extra_trees,0.0452113000210374
sonar,4,,,,,,linear_svm,0.0024408000172115
sonar,4,23.0,12.0,4.0,0.1403259306815125,0.0,mags_binary_excluded,0.1266763000166975
sonar,4,23.0,12.0,4.0,0.1403259306815125,0.0,mags_fixed,0.140335900010541
sonar,4,27.0,14.0,5.0,0.0399472792970305,0.0,mags_tuned,2.7811853000021074
sonar,4,21.0,11.0,4.0,0.0173094126402663,0.0,matched_gini,0.1366157000011298
sonar,4,19.0,10.0,4.0,,,noise_augmented_cart,0.0034818999993149
sonar,4,,,,,,random_forest,0.0635201999975834
sonar,4,,,,,,rbf_svm,0.0008522999996785
sonar,5,25.0,13.0,4.0,,,cart_fixed,0.00218149999273
sonar,5,5.0,3.0,2.0,,,cart_pruned,0.0244342000223696
sonar,5,15.0,8.0,3.0,,,cart_tuned_depth,0.0156881000148132
sonar,5,,,,,,extra_trees,0.0454021999903488
sonar,5,,,,,,linear_svm,0.0014668999938294
sonar,5,23.0,12.0,4.0,0.1335551127922626,0.0,mags_binary_excluded,0.1446287999860942
sonar,5,23.0,12.0,4.0,0.1335551127922626,0.0,mags_fixed,0.1335827000148128
sonar,5,15.0,8.0,3.0,0.0414205811425049,0.0,mags_tuned,3.01054769998882
sonar,5,23.0,12.0,4.0,0.0399479526405371,0.0,matched_gini,0.1264622999879066
sonar,5,25.0,13.0,4.0,,,noise_augmented_cart,0.0032190999772865
sonar,5,,,,,,random_forest,0.0666131000034511
sonar,5,,,,,,rbf_svm,0.0009780999971553
sonar,6,17.0,9.0,4.0,,,cart_fixed,0.0020909000013489
sonar,6,19.0,10.0,6.0,,,cart_pruned,0.0195874000201001
sonar,6,13.0,7.0,3.0,,,cart_tuned_depth,0.0167955000069923
sonar,6,,,,,,extra_trees,0.0472972000134177
sonar,6,,,,,,linear_svm,0.0018817000091075
sonar,6,17.0,9.0,4.0,0.0648813248466406,0.0,mags_binary_excluded,0.1113667000026907
sonar,6,17.0,9.0,4.0,0.0648813248466406,0.0,mags_fixed,0.1261441999813541
sonar,6,17.0,9.0,4.0,0.0648813248466406,0.0,mags_tuned,2.970912099990528
sonar,6,17.0,9.0,4.0,0.0300866841085917,0.0,matched_gini,0.1181351999985054
sonar,6,23.0,12.0,4.0,,,noise_augmented_cart,0.0032360000186599
sonar,6,,,,,,random_forest,0.0681390000099781
sonar,6,,,,,,rbf_svm,0.0012585999793373
sonar,7,21.0,11.0,4.0,,,cart_fixed,0.0021903000015299
sonar,7,3.0,2.0,1.0,,,cart_pruned,0.0213837000192143
sonar,7,21.0,11.0,4.0,,,cart_tuned_depth,0.0187739999964833
sonar,7,,,,,,extra_trees,0.0454900999902747
sonar,7,,,,,,linear_svm,0.0017933000053744
sonar,7,23.0,12.0,4.0,0.1293612659429173,0.0,mags_binary_excluded,0.1653766999952495
sonar,7,23.0,12.0,4.0,0.1293612659429173,0.0,mags_fixed,0.1699308999814093
sonar,7,23.0,12.0,4.0,0.1293612659429173,0.0,mags_tuned,3.164369699981762
sonar,7,23.0,12.0,4.0,0.0339642949884066,0.0,matched_gini,0.1561811999999918
sonar,7,25.0,13.0,4.0,,,noise_augmented_cart,0.003485900000669
sonar,7,,,,,,random_forest,0.0741741000092588
sonar,7,,,,,,rbf_svm,0.0013867999950889
sonar,8,23.0,12.0,4.0,,,cart_fixed,0.0029057000065222
sonar,8,3.0,2.0,1.0,,,cart_pruned,0.0202038999996148
sonar,8,23.0,12.0,4.0,,,cart_tuned_depth,0.0184227999998256
sonar,8,,,,,,extra_trees,0.0425208000233396
sonar,8,,,,,,linear_svm,0.001622399984626
sonar,8,21.0,11.0,4.0,0.0486985909908449,0.0,mags_binary_excluded,0.1344050999905448
sonar,8,21.0,11.0,4.0,0.0486985909908449,0.0,mags_fixed,0.1356897999939974
sonar,8,21.0,11.0,4.0,0.0245680736662949,0.0,mags_tuned,3.2303108999913093
sonar,8,21.0,11.0,4.0,0.0245680736662949,0.0,matched_gini,0.1411501000111457
sonar,8,27.0,14.0,4.0,,,noise_augmented_cart,0.0032677000272087
sonar,8,,,,,,random_forest,0.0681451999989803
sonar,8,,,,,,rbf_svm,0.0007811999821569
sonar,9,17.0,9.0,4.0,,,cart_fixed,0.0020784999942407
sonar,9,3.0,2.0,1.0,,,cart_pruned,0.0163773999956902
sonar,9,17.0,9.0,4.0,,,cart_tuned_depth,0.0158590999781154
sonar,9,,,,,,extra_trees,0.045998799992958
sonar,9,,,,,,linear_svm,0.0013447999954223
sonar,9,21.0,11.0,4.0,0.0746957233781932,0.0,mags_binary_excluded,0.154670400021132
sonar,9,21.0,11.0,4.0,0.0746957233781932,0.0,mags_fixed,0.123194500018144
sonar,9,7.0,4.0,2.0,0.029245996682048,0.0,mags_tuned,3.357955599989509
sonar,9,21.0,11.0,4.0,0.0351039383801039,0.0,matched_gini,0.1521038000064436
sonar,9,23.0,12.0,4.0,,,noise_augmented_cart,0.003200300008757
sonar,9,,,,,,random_forest,0.0614054000179749
sonar,9,,,,,,rbf_svm,0.0012289999867789
sonar,10,19.0,10.0,4.0,,,cart_fixed,0.0016114000172819
sonar,10,17.0,9.0,5.0,,,cart_pruned,0.0170063000114168
sonar,10,15.0,8.0,3.0,,,cart_tuned_depth,0.016427399998065
sonar,10,,,,,,extra_trees,0.0502728999999817
sonar,10,,,,,,linear_svm,0.0015793000056874
sonar,10,19.0,10.0,4.0,0.0905573076746937,0.0,mags_binary_excluded,0.1248761999886483
sonar,10,19.0,10.0,4.0,0.0905573076746937,0.0,mags_fixed,0.1268989999953191
sonar,10,13.0,7.0,3.0,0.0328342151257904,0.0,mags_tuned,3.1428180999937467
sonar,10,19.0,10.0,4.0,0.0341077757673717,0.0,matched_gini,0.1280107000202406
sonar,10,21.0,11.0,4.0,,,noise_augmented_cart,0.0036278000043239
sonar,10,,,,,,random_forest,0.0722568999917712
sonar,10,,,,,,rbf_svm,0.0008027000003494
sonar,11,17.0,9.0,4.0,,,cart_fixed,0.0021488000056706
sonar,11,3.0,2.0,1.0,,,cart_pruned,0.0178999000054318
sonar,11,7.0,4.0,2.0,,,cart_tuned_depth,0.0144472999963909
sonar,11,,,,,,extra_trees,0.0401155000145081
sonar,11,,,,,,linear_svm,0.0015546999929938
sonar,11,19.0,10.0,4.0,0.0372147231249343,0.0,mags_binary_excluded,0.1132202000007964
sonar,11,19.0,10.0,4.0,0.0372147231249343,0.0,mags_fixed,0.1150149999884888
sonar,11,19.0,10.0,4.0,0.0372147231249343,0.0,mags_tuned,3.02545280000777
sonar,11,19.0,10.0,4.0,0.048053779490095,0.0,matched_gini,0.1180505999946035
sonar,11,21.0,11.0,4.0,,,noise_augmented_cart,0.0033425000146962
sonar,11,,,,,,random_forest,0.0658032999781426
sonar,11,,,,,,rbf_svm,0.0008364999957848
sonar,12,17.0,9.0,4.0,,,cart_fixed,0.0025529999984428
sonar,12,23.0,12.0,5.0,,,cart_pruned,0.0169289000041317
sonar,12,17.0,9.0,4.0,,,cart_tuned_depth,0.0147804000007454
sonar,12,,,,,,extra_trees,0.046714800002519
sonar,12,,,,,,linear_svm,0.002108099986799
sonar,12,21.0,11.0,4.0,0.1063820468559354,0.0,mags_binary_excluded,0.1284156999900005
sonar,12,21.0,11.0,4.0,0.1063820468559354,0.0,mags_fixed,0.1337588000169489
sonar,12,27.0,14.0,5.0,0.0585864962971525,0.0,mags_tuned,3.290913200005889
sonar,12,21.0,11.0,4.0,0.0630945171269656,0.0,matched_gini,0.1196875000023283
sonar,12,23.0,12.0,4.0,,,noise_augmented_cart,0.0032624000159557
sonar,12,,,,,,random_forest,0.0650067999958992
sonar,12,,,,,,rbf_svm,0.0012314000050537
sonar,13,17.0,9.0,4.0,,,cart_fixed,0.001887100021122
sonar,13,9.0,5.0,3.0,,,cart_pruned,0.0221540999773424
sonar,13,7.0,4.0,2.0,,,cart_tuned_depth,0.0183042999997269
sonar,13,,,,,,extra_trees,0.0439692999934777
sonar,13,,,,,,linear_svm,0.0019630000169854
sonar,13,23.0,12.0,4.0,0.1535812389250024,0.0,mags_binary_excluded,0.1490664999873843
sonar,13,23.0,12.0,4.0,0.1535812389250024,0.0,mags_fixed,0.1522725000104401
sonar,13,13.0,7.0,3.0,0.0188785399388738,0.0,mags_tuned,3.219962100003613
