dataset,seed,n_nodes,n_leaves,depth,mean_node_margin,binary_split_fraction,method,fit_time_sec
adult,0,53.0,27.0,6.0,,,cart_fixed,0.0044406999950297
adult,0,31.0,16.0,9.0,,,cart_pruned,0.0761679999995976
adult,0,135.0,68.0,10.0,,,cart_tuned_depth,0.041369200014742
adult,0,,,,,,extra_trees,0.0709304000192787
adult,0,,,,,,linear_svm,0.0506959999911487
adult,0,53.0,27.0,6.0,0.2141990649393112,0.1538461538461538,mags_binary_excluded,0.043743300018832
adult,0,57.0,29.0,6.0,0.4152293974208497,0.3928571428571428,mags_fixed,0.0406791999994311
adult,0,35.0,18.0,5.0,0.4968864594684828,0.0,mags_tuned,1.5404056000115816
adult,0,53.0,27.0,6.0,0.1851839857457628,0.1538461538461538,matched_gini,0.043981499999063
adult,0,61.0,31.0,6.0,,,noise_augmented_cart,0.0843593000026885
adult,0,,,,,,random_forest,0.0887247000064235
adult,0,,,,,,rbf_svm,0.0502716999908443
adult,1,59.0,30.0,6.0,,,cart_fixed,0.0045246999943628
adult,1,61.0,31.0,14.0,,,cart_pruned,0.0727029000117909
adult,1,59.0,30.0,6.0,,,cart_tuned_depth,0.0409594000084325
adult,1,,,,,,extra_trees,0.0690367999777663
adult,1,,,,,,linear_svm,0.0453865000163205
adult,1,61.0,31.0,6.0,0.3522374000415966,0.3,mags_binary_excluded,0.0453635000158101
adult,1,63.0,32.0,6.0,0.5236043036670442,0.4838709677419355,mags_fixed,0.0456300999794621
adult,1,59.0,30.0,6.0,0.4089659200730688,0.0,mags_tuned,1.605028299993137
adult,1,59.0,30.0,6.0,0.3749744480671363,0.3448275862068966,matched_gini,0.0454388000071048
adult,1,55.0,28.0,6.0,,,noise_augmented_cart,0.0833226999966427
adult,1,,,,,,random_forest,0.0888001999992411
adult,1,,,,,,rbf_svm,0.0467639999988023
adult,2,53.0,27.0,6.0,,,cart_fixed,0.0049499000015202
adult,2,17.0,9.0,6.0,,,cart_pruned,0.0747694000019691
adult,2,99.0,50.0,8.0,,,cart_tuned_depth,0.042544199997792
adult,2,,,,,,extra_trees,0.0658153000113088
adult,2,,,,,,linear_svm,0.050474599993322
adult,2,53.0,27.0,6.0,0.3645940887819573,0.3076923076923077,mags_binary_excluded,0.0430320000159554
adult,2,61.0,31.0,6.0,0.5430529915565427,0.5,mags_fixed,0.0449120000121183
adult,2,21.0,11.0,4.0,0.1983663745023351,0.0,mags_tuned,1.4673896000022069
adult,2,53.0,27.0,6.0,0.3594855029291702,0.3076923076923077,matched_gini,0.042190300009679
adult,2,51.0,26.0,6.0,,,noise_augmented_cart,0.0839514000108465
adult,2,,,,,,random_forest,0.0876476000121329
adult,2,,,,,,rbf_svm,0.0447973000118508
adult,3,49.0,25.0,6.0,,,cart_fixed,0.0043038000003434
adult,3,7.0,4.0,2.0,,,cart_pruned,0.0818167999968864
adult,3,7.0,4.0,2.0,,,cart_tuned_depth,0.0430492000014055
adult,3,,,,,,extra_trees,0.0713621000177227
adult,3,,,,,,linear_svm,0.054578000010224
adult,3,47.0,24.0,6.0,0.3116312867891647,0.2608695652173913,mags_binary_excluded,0.0414439000014681
adult,3,51.0,26.0,6.0,0.4709445424896596,0.44,mags_fixed,0.04194809999899
adult,3,35.0,18.0,5.0,0.505133291241646,0.0,mags_tuned,1.484444900008384
adult,3,49.0,25.0,6.0,0.2985261945391584,0.25,matched_gini,0.0437872000038623
adult,3,55.0,28.0,6.0,,,noise_augmented_cart,0.0819489000132307
adult,3,,,,,,random_forest,0.0898507999954745
adult,3,,,,,,rbf_svm,0.0459912000223994
adult,4,63.0,32.0,6.0,,,cart_fixed,0.0044638999970629
adult,4,25.0,13.0,6.0,,,cart_pruned,0.0751535999879706
adult,4,23.0,12.0,4.0,,,cart_tuned_depth,0.0374083000060636
adult,4,,,,,,extra_trees,0.0763232000172138
adult,4,,,,,,linear_svm,0.0568035000178497
adult,4,61.0,31.0,6.0,0.2080433287667674,0.1666666666666666,mags_binary_excluded,0.0472542000061366
adult,4,61.0,31.0,6.0,0.2300176513399491,0.2,mags_fixed,0.0480954000086057
adult,4,25.0,13.0,4.0,0.5907833447707169,0.0,mags_tuned,1.7036064000276383
adult,4,61.0,31.0,6.0,0.2080433287667674,0.1666666666666666,matched_gini,0.0463900000031571
adult,4,67.0,34.0,6.0,,,noise_augmented_cart,0.0829045000136829
adult,4,,,,,,random_forest,0.0969563999969977
adult,4,,,,,,rbf_svm,0.0489534999942407
adult,5,61.0,31.0,6.0,,,cart_fixed,0.0045412000035867
adult,5,91.0,46.0,20.0,,,cart_pruned,0.0837305000168271
adult,5,61.0,31.0,6.0,,,cart_tuned_depth,0.0371083999925758
adult,5,,,,,,extra_trees,0.076877500017872
adult,5,,,,,,linear_svm,0.0614028999989386
adult,5,61.0,31.0,6.0,0.2362271385219753,0.2,mags_binary_excluded,0.0475634000031277
adult,5,61.0,31.0,6.0,0.4919857734991465,0.4666666666666667,mags_fixed,0.0469085999939125
adult,5,35.0,18.0,5.0,0.606374347459479,0.0,mags_tuned,1.7828179999778513
adult,5,61.0,31.0,6.0,0.3279884830067777,0.3,matched_gini,0.0453473000088706
adult,5,67.0,34.0,6.0,,,noise_augmented_cart,0.0848800999810919
adult,5,,,,,,random_forest,0.09520579999662
adult,5,,,,,,rbf_svm,0.0556898000068031
adult,6,45.0,23.0,6.0,,,cart_fixed,0.004819599998882
adult,6,57.0,29.0,12.0,,,cart_pruned,0.0835375000024214
adult,6,13.0,7.0,3.0,,,cart_tuned_depth,0.0397781000065151
adult,6,,,,,,extra_trees,0.0728593000094406
adult,6,,,,,,linear_svm,0.0503040000039618
adult,6,45.0,23.0,6.0,0.2823801930026823,0.2272727272727272,mags_binary_excluded,0.0420356999966315
adult,6,43.0,22.0,6.0,0.3963113424034327,0.3809523809523809,mags_fixed,0.0439136000059079
adult,6,47.0,24.0,6.0,0.5339529482451794,0.0,mags_tuned,1.5905133000051137
adult,6,45.0,23.0,6.0,0.2823801930026823,0.2272727272727272,matched_gini,0.0412844000093173
adult,6,55.0,28.0,6.0,,,noise_augmented_cart,0.0808736000035423
adult,6,,,,,,random_forest,0.0933832000009715
adult,6,,,,,,rbf_svm,0.0504286999930627
adult,7,71.0,36.0,6.0,,,cart_fixed,0.004942800005665
adult,7,7.0,4.0,2.0,,,cart_pruned,0.0715273999958299
adult,7,71.0,36.0,6.0,,,cart_tuned_depth,0.0451651999901514
adult,7,,,,,,extra_trees,0.0746131000050809
adult,7,,,,,,linear_svm,0.0544434000039473
adult,7,73.0,37.0,6.0,0.2971546474464541,0.25,mags_binary_excluded,0.0535768000117968
adult,7,69.0,35.0,6.0,0.4517850441710851,0.4117647058823529,mags_fixed,0.0515741999843157
adult,7,25.0,13.0,4.0,0.4468233975163496,0.0,mags_tuned,1.6588336999993771
adult,7,73.0,37.0,6.0,0.2971546474464541,0.25,matched_gini,0.0516346000076737
adult,7,67.0,34.0,6.0,,,noise_augmented_cart,0.0819273999950382
adult,7,,,,,,random_forest,0.0853647999756503
adult,7,,,,,,rbf_svm,0.0457654000201728
adult,8,57.0,29.0,6.0,,,cart_fixed,0.0045657999871764
adult,8,23.0,12.0,6.0,,,cart_pruned,0.0916966999939177
adult,8,57.0,29.0,6.0,,,cart_tuned_depth,0.0453904999885708
adult,8,,,,,,extra_trees,0.0819496999902185
adult,8,,,,,,linear_svm,0.0623938999779056
adult,8,57.0,29.0,6.0,0.1083860512607055,0.0714285714285714,mags_binary_excluded,0.0468757000053301
adult,8,53.0,27.0,6.0,0.4320089385795009,0.3846153846153846,mags_fixed,0.0443198000139091
adult,8,23.0,12.0,4.0,0.2990835837733115,0.0,mags_tuned,1.8383121000078968
adult,8,57.0,29.0,6.0,0.1083860512607055,0.0714285714285714,matched_gini,0.0467154000070877
adult,8,67.0,34.0,6.0,,,noise_augmented_cart,0.0954912999877706
adult,8,,,,,,random_forest,0.1116351000091526
adult,8,,,,,,rbf_svm,0.0581467999727465
adult,9,63.0,32.0,6.0,,,cart_fixed,0.0045350999862421
adult,9,35.0,18.0,8.0,,,cart_pruned,0.0832741000049281
adult,9,215.0,108.0,16.0,,,cart_tuned_depth,0.0447546999785117
adult,9,,,,,,extra_trees,0.0802759999933186
adult,9,,,,,,linear_svm,0.0522615000081714
adult,9,61.0,31.0,6.0,0.3001581268900437,0.2333333333333333,mags_binary_excluded,0.0478443999891169
adult,9,59.0,30.0,6.0,0.497173339716664,0.4137931034482758,mags_fixed,0.0456088999926578
adult,9,61.0,31.0,6.0,0.3042394632933614,0.0,mags_tuned,2.0751455999852624
adult,9,61.0,31.0,6.0,0.3042394632933614,0.2666666666666666,matched_gini,0.049165600008564
adult,9,71.0,36.0,6.0,,,noise_augmented_cart,0.0918052999768406
adult,9,,,,,,random_forest,0.0982851000153459
adult,9,,,,,,rbf_svm,0.0491015999868977
adult,10,57.0,29.0,6.0,,,cart_fixed,0.0046562000061385
adult,10,213.0,107.0,17.0,,,cart_pruned,0.0845360000093933
adult,10,25.0,13.0,4.0,,,cart_tuned_depth,0.0470662000006996
adult,10,,,,,,extra_trees,0.075539999990724
adult,10,,,,,,linear_svm,0.0572993000096175
adult,10,59.0,30.0,6.0,0.2816939719510356,0.2413793103448276,mags_binary_excluded,0.0497311000071931
adult,10,57.0,29.0,6.0,0.3871548842336904,0.3571428571428571,mags_fixed,0.0488149999873712
adult,10,143.0,72.0,9.0,0.5087071481522696,0.0,mags_tuned,1.9075408999924548
adult,10,59.0,30.0,6.0,0.2737226329452138,0.2413793103448276,matched_gini,0.0480004999844823
adult,10,63.0,32.0,6.0,,,noise_augmented_cart,0.0863695999723859
adult,10,,,,,,random_forest,0.0944527999963611
adult,10,,,,,,rbf_svm,0.0429911999963223
adult,11,61.0,31.0,6.0,,,cart_fixed,0.0046978000027593
adult,11,61.0,31.0,11.0,,,cart_pruned,0.0811709999979939
adult,11,61.0,31.0,6.0,,,cart_tuned_depth,0.0376683000067714
adult,11,,,,,,extra_trees,0.0725831000017933
adult,11,,,,,,linear_svm,0.0553354999865405
adult,11,59.0,30.0,6.0,0.3274067239434602,0.2758620689655172,mags_binary_excluded,0.0473894999886397
adult,11,65.0,33.0,6.0,0.4596983632902425,0.40625,mags_fixed,0.0475933999987319
adult,11,135.0,68.0,9.0,0.4703345819927175,0.0,mags_tuned,2.040898599982029
adult,11,63.0,32.0,6.0,0.3195212303058671,0.2903225806451613,matched_gini,0.0470753000117838
adult,11,67.0,34.0,6.0,,,noise_augmented_cart,0.0831053000001702
adult,11,,,,,,random_forest,0.1018022000207565
adult,11,,,,,,rbf_svm,0.050728700007312
adult,12,59.0,30.0,6.0,,,cart_fixed,0.0047690999926999
adult,12,39.0,20.0,8.0,,,cart_pruned,0.072228199976962
adult,12,15.0,8.0,3.0,,,cart_tuned_depth,0.0442915000021457
adult,12,,,,,,extra_trees,0.0768689000105951
adult,12,,,,,,linear_svm,0.0533207000116817
adult,12,63.0,32.0,6.0,0.2582746278489367,0.2258064516129032,mags_binary_excluded,0.0481478000001516
adult,12,61.0,31.0,6.0,0.5498143156163243,0.5333333333333333,mags_fixed,0.0484570999979041
adult,12,137.0,69.0,9.0,0.3355328945122205,0.0,mags_tuned,1.8049762999871743
adult,12,63.0,32.0,6.0,0.2582746278489367,0.2258064516129032,matched_gini,0.0489881999965291
adult,12,59.0,30.0,6.0,,,noise_augmented_cart,0.0819827000086661
adult,12,,,,,,random_forest,0.0864741999830585
adult,12,,,,,,rbf_svm,0.0503443999914452
adult,13,59.0,30.0,6.0,,,cart_fixed,0.0045178000000305
adult,13,85.0,43.0,15.0,,,cart_pruned,0.0790946999914012
adult,13,13.0,7.0,3.0,,,cart_tuned_depth,0.0419035000086296
adult,13,,,,,,extra_trees,0.0710818000079598
adult,13,,,,,,linear_svm,0.0518984000082127
adult,13,55.0,28.0,6.0,0.1821731595930736,0.1111111111111111,mags_binary_excluded,0.046026800002437
adult,13,45.0,23.0,6.0,0.3699599773812281,0.3181818181818182,mags_fixed,0.0420157999906223
adult,13,23.0,12.0,4.0,0.28572944611506,0.0,mags_tuned,1.6735349999798927
adult,13,55.0,28.0,6.0,0.1821731595930736,0.1111111111111111,matched_gini,0.0468197000154759
adult,13,67.0,34.0,6.0,,,noise_augmented_cart,0.078846100019291
adult,13,,,,,,random_forest,0.1002299999818205
adult,13,,,,,,rbf_svm,0.0492876000062096
adult,14,45.0,23.0,6.0,,,cart_fixed,0.0048674000136088
adult,14,7.0,4.0,2.0,,,cart_pruned,0.087411400018027
adult,14,13.0,7.0,3.0,,,cart_tuned_depth,0.0338787999935448
adult,14,,,,,,extra_trees,0.0762910000048577
adult,14,,,,,,linear_svm,0.0579316999937873
adult,14,45.0,23.0,6.0,0.2588189368426755,0.2272727272727272,mags_binary_excluded,0.0427278999995905
adult,14,47.0,24.0,6.0,0.4148639694883863,0.391304347826087,mags_fixed,0.0453015000093728
adult,14,23.0,12.0,4.0,0.2092059466911466,0.0,mags_tuned,1.712046200002078
adult,14,45.0,23.0,6.0,0.2588189368426755,0.2272727272727272,matched_gini,0.0453960000013466
adult,14,55.0,28.0,6.0,,,noise_augmented_cart,0.0793937999987974
adult,14,,,,,,random_forest,0.1013079999829642
adult,14,,,,,,rbf_svm,0.0596196000115014
adult,15,47.0,24.0,6.0,,,cart_fixed,0.0050649000040721
adult,15,103.0,52.0,12.0,,,cart_pruned,0.0794416999851819
adult,15,47.0,24.0,6.0,,,cart_tuned_depth,0.0456766999850515
adult,15,,,,,,extra_trees,0.0788685000152327
adult,15,,,,,,linear_svm,0.0495188999921083
adult,15,45.0,23.0,6.0,0.2619205585022156,0.1818181818181818,mags_binary_excluded,0.0444872999796643
adult,15,47.0,24.0,6.0,0.4092519574587704,0.3478260869565217,mags_fixed,0.0419963000167626
adult,15,45.0,23.0,6.0,0.2275114414289055,0.0,mags_tuned,1.779442699975334
adult,15,45.0,23.0,6.0,0.2275114414289055,0.1818181818181818,matched_gini,0.0423573000007309
adult,15,51.0,26.0,6.0,,,noise_augmented_cart,0.0781913000100757
adult,15,,,,,,random_forest,0.093460000003688
adult,15,,,,,,rbf_svm,0.05127279998851
adult,16,77.0,39.0,6.0,,,cart_fixed,0.0049030999944079
adult,16,131.0,66.0,18.0,,,cart_pruned,0.069789800007129
adult,16,193.0,97.0,20.0,,,cart_tuned_depth,0.0377530000114347
adult,16,,,,,,extra_trees,0.0683692000166047
adult,16,,,,,,linear_svm,0.04605299999821
adult,16,55.0,28.0,6.0,0.2914623239772462,0.2592592592592592,mags_binary_excluded,0.0430386000080034
adult,16,55.0,28.0,6.0,0.4985185096190623,0.4814814814814814,mags_fixed,0.0433677999826613
adult,16,113.0,57.0,9.0,0.4955653013135299,0.0,mags_tuned,1.6699178999988362
adult,16,55.0,28.0,6.0,0.289345921860844,0.2592592592592592,matched_gini,0.0442261999996844
adult,16,71.0,36.0,6.0,,,noise_augmented_cart,0.0782628000015392
adult,16,,,,,,random_forest,0.0820769999991171
adult,16,,,,,,rbf_svm,0.0387670999916736
adult,17,55.0,28.0,6.0,,,cart_fixed,0.0046999999904073
adult,17,15.0,8.0,6.0,,,cart_pruned,0.0759007000015117
adult,17,211.0,106.0,18.0,,,cart_tuned_depth,0.0424021999933756
adult,17,,,,,,extra_trees,0.0734045999997761
adult,17,,,,,,linear_svm,0.0541652999818325
adult,17,55.0,28.0,6.0,0.1787467478346842,0.1111111111111111,mags_binary_excluded,0.0470227999903727
adult,17,61.0,31.0,6.0,0.3969636779425354,0.3333333333333333,mags_fixed,0.0452124000003095
adult,17,41.0,21.0,5.0,0.6386101481182025,0.0,mags_tuned,1.7331859999976589
adult,17,55.0,28.0,6.0,0.14801779640078,0.1111111111111111,matched_gini,0.0490234000026248
adult,17,55.0,28.0,6.0,,,noise_augmented_cart,0.0863736000028438
adult,17,,,,,,random_forest,0.0929040999908465
adult,17,,,,,,rbf_svm,0.0539922000025399
adult,18,59.0,30.0,6.0,,,cart_fixed,0.0045333000016398
adult,18,31.0,16.0,8.0,,,cart_pruned,0.0785769000067375
adult,18,117.0,59.0,8.0,,,cart_tuned_depth,0.0427259000134654
adult,18,,,,,,extra_trees,0.0780094999936409
adult,18,,,,,,linear_svm,0.0536762999836355
adult,18,59.0,30.0,6.0,0.2476366829258753,0.2068965517241379,mags_binary_excluded,0.0484204000094905
adult,18,57.0,29.0,6.0,0.4907596518195602,0.4642857142857143,mags_fixed,0.0468588999938219
adult,18,41.0,21.0,5.0,0.5676366358036969,0.0,mags_tuned,1.7264241999946537
adult,18,59.0,30.0,6.0,0.2471070352223918,0.2068965517241379,matched_gini,0.0468185999779962
adult,18,67.0,34.0,6.0,,,noise_augmented_cart,0.0870916999992914
adult,18,,,,,,random_forest,0.0912514000083319
adult,18,,,,,,rbf_svm,0.0510170000197831
adult,19,55.0,28.0,6.0,,,cart_fixed,0.0049519999884068
adult,19,41.0,21.0,9.0,,,cart_pruned,0.0782864999782759
adult,19,157.0,79.0,10.0,,,cart_tuned_depth,0.0438760000106412
adult,19,,,,,,extra_trees,0.086984499997925
adult,19,,,,,,linear_svm,0.0666006999963428
adult,19,59.0,30.0,6.0,0.2266967480384515,0.1724137931034483,mags_binary_excluded,0.0492744999937713
adult,19,61.0,31.0,6.0,0.460971067183073,0.4333333333333333,mags_fixed,0.0456095999979879
adult,19,61.0,31.0,6.0,0.3641650045640688,0.0,mags_tuned,1.7713895000051707
adult,19,59.0,30.0,6.0,0.2248537783291051,0.1724137931034483,matched_gini,0.0446353000006638
adult,19,63.0,32.0,6.0,,,noise_augmented_cart,0.0791779999854043
adult,19,,,,,,random_forest,0.0843229999882169
adult,19,,,,,,rbf_svm,0.0518817999982275
adult,20,67.0,34.0,6.0,,,cart_fixed,0.0047683000157121
adult,20,63.0,32.0,12.0,,,cart_pruned,0.0734362000075634
adult,20,219.0,110.0,17.0,,,cart_tuned_depth,0.0397931000043172
adult,20,,,,,,extra_trees,0.0667211999825667
adult,20,,,,,,linear_svm,0.0538631999806966
adult,20,69.0,35.0,6.0,0.1532162615808535,0.088235294117647,mags_binary_excluded,0.0495242000033613
adult,20,69.0,35.0,6.0,0.3291100455441781,0.2941176470588235,mags_fixed,0.0500386000203434
adult,20,69.0,35.0,6.0,0.2713780477021473,0.0,mags_tuned,1.7164846999803558
adult,20,69.0,35.0,6.0,0.1475687727408162,0.088235294117647,matched_gini,0.0559509999875444
adult,20,65.0,33.0,6.0,,,noise_augmented_cart,0.0785612000036053
adult,20,,,,,,random_forest,0.0913442999881226
adult,20,,,,,,rbf_svm,0.0445559000072535
adult,21,57.0,29.0,6.0,,,cart_fixed,0.0048882999981287
adult,21,59.0,30.0,11.0,,,cart_pruned,0.0739439000026322
adult,21,221.0,111.0,19.0,,,cart_tuned_depth,0.0416881000273861
adult,21,,,,,,extra_trees,0.0722304999944754
adult,21,,,,,,linear_svm,0.058952199993655
adult,21,63.0,32.0,6.0,0.221690456333706,0.1290322580645161,mags_binary_excluded,0.0465587999788112
adult,21,67.0,34.0,6.0,0.4449637172209748,0.3939393939393939,mags_fixed,0.0514724999957252
adult,21,115.0,58.0,9.0,0.3901721862992649,0.0,mags_tuned,1.745427899993956
adult,21,59.0,30.0,6.0,0.1759956951857827,0.1034482758620689,matched_gini,0.0524790000054053
adult,21,67.0,34.0,6.0,,,noise_augmented_cart,0.0801511000026948
adult,21,,,,,,random_forest,0.0943095999828074
adult,21,,,,,,rbf_svm,0.0531334000115748
adult,22,47.0,24.0,6.0,,,cart_fixed,0.0051076999807264
adult,22,33.0,17.0,7.0,,,cart_pruned,0.0857727999973576
adult,22,13.0,7.0,3.0,,,cart_tuned_depth,0.0369072000030428
adult,22,,,,,,extra_trees,0.0836288999998942
adult,22,,,,,,linear_svm,0.0579384000157006
adult,22,47.0,24.0,6.0,0.1698226776275993,0.1304347826086956,mags_binary_excluded,0.0398138999880757
adult,22,47.0,24.0,6.0,0.4230842178258034,0.391304347826087,mags_fixed,0.0430124000122305
adult,22,23.0,12.0,4.0,0.1433318688551945,0.0,mags_tuned,1.4650890000048091
adult,22,47.0,24.0,6.0,0.1698226776275993,0.1304347826086956,matched_gini,0.045162700000219
adult,22,49.0,25.0,6.0,,,noise_augmented_cart,0.083757099986542
adult,22,,,,,,random_forest,0.1046426999964751
adult,22,,,,,,rbf_svm,0.0486236999859102
adult,23,49.0,25.0,6.0,,,cart_fixed,0.0048186000203713
adult,23,53.0,27.0,11.0,,,cart_pruned,0.0855761000129859
adult,23,21.0,11.0,4.0,,,cart_tuned_depth,0.0418839000049047
adult,23,,,,,,extra_trees,0.078997700009495
adult,23,,,,,,linear_svm,0.0535342999792192
adult,23,51.0,26.0,6.0,0.0924361551033929,0.04,mags_binary_excluded,0.045398499991279
adult,23,51.0,26.0,6.0,0.4480774248550813,0.4,mags_fixed,0.0436750000226311
adult,23,115.0,58.0,9.0,0.37072066155798,0.0,mags_tuned,1.669879100023536
adult,23,51.0,26.0,6.0,0.1989232416883055,0.16,matched_gini,0.0474337000050582
adult,23,49.0,25.0,6.0,,,noise_augmented_cart,0.0964279000181704
adult,23,,,,,,random_forest,0.1075257999764289
adult,23,,,,,,rbf_svm,0.0551410000189207
adult,24,49.0,25.0,6.0,,,cart_fixed,0.0054398000065702
adult,24,201.0,101.0,15.0,,,cart_pruned,0.0755950000020675
adult,24,13.0,7.0,3.0,,,cart_tuned_depth,0.039139200001955
adult,24,,,,,,extra_trees,0.0716090000059921
adult,24,,,,,,linear_svm,0.0433195999939926
adult,24,53.0,27.0,6.0,0.2533388899911703,0.1923076923076923,mags_binary_excluded,0.0431703999929595
adult,24,53.0,27.0,6.0,0.51073637070044,0.4615384615384615,mags_fixed,0.0445912999857682
adult,24,21.0,11.0,4.0,0.3297326910414582,0.0,mags_tuned,1.4888579999969809
adult,24,51.0,26.0,6.0,0.2760925588893832,0.24,matched_gini,0.0446014000044669
adult,24,55.0,28.0,6.0,,,noise_augmented_cart,0.0802367999858688
adult,24,,,,,,random_forest,0.0886400000017602
adult,24,,,,,,rbf_svm,0.0409465999982785
adult,25,55.0,28.0,6.0,,,cart_fixed,0.004553400009172
adult,25,91.0,46.0,19.0,,,cart_pruned,0.0728193999966606
adult,25,207.0,104.0,19.0,,,cart_tuned_depth,0.040739999996731
adult,25,,,,,,extra_trees,0.0726056999992579
adult,25,,,,,,linear_svm,0.0526911999913863
adult,25,55.0,28.0,6.0,0.3702621225732724,0.3333333333333333,mags_binary_excluded,0.046488699998008
adult,25,49.0,25.0,6.0,0.4887513205367392,0.4583333333333333,mags_fixed,0.0457166999985929
adult,25,79.0,40.0,7.0,0.3636043152201592,0.0,mags_tuned,1.7385189000051469
adult,25,55.0,28.0,6.0,0.3638240217855583,0.3333333333333333,matched_gini,0.0453855999803636
adult,25,65.0,33.0,6.0,,,noise_augmented_cart,0.0836926999909337
adult,25,,,,,,random_forest,0.0986332999891601
adult,25,,,,,,rbf_svm,0.0585167999961413
adult,26,57.0,29.0,6.0,,,cart_fixed,0.0051861999963875
adult,26,19.0,10.0,6.0,,,cart_pruned,0.0793270000140182
adult,26,99.0,50.0,8.0,,,cart_tuned_depth,0.0380935000139288
adult,26,,,,,,extra_trees,0.0748504000075627
adult,26,,,,,,linear_svm,0.0670607000065501
adult,26,53.0,27.0,6.0,0.1856325211821975,0.1538461538461538,mags_binary_excluded,0.0439559999795164
adult,26,49.0,25.0,6.0,0.4258747336868662,0.375,mags_fixed,0.040257400018163
adult,26,53.0,27.0,6.0,0.1502727196933637,0.0,mags_tuned,1.6467753000033554
adult,26,53.0,27.0,6.0,0.1502727196933637,0.1153846153846153,matched_gini,0.0428831000172067
adult,26,61.0,31.0,6.0,,,noise_augmented_cart,0.0825956000189762
adult,26,,,,,,random_forest,0.0883680999977514
adult,26,,,,,,rbf_svm,0.0663550999888684
adult,27,57.0,29.0,6.0,,,cart_fixed,0.004603200010024
adult,27,47.0,24.0,13.0,,,cart_pruned,0.0801648999913595
adult,27,35.0,18.0,5.0,,,cart_tuned_depth,0.0500990999862551
adult,27,,,,,,extra_trees,0.0711253000190481
adult,27,,,,,,linear_svm,0.0595163999823853
adult,27,55.0,28.0,6.0,0.3191722926049833,0.2592592592592592,mags_binary_excluded,0.0440103999862913
adult,27,55.0,28.0,6.0,0.4573051680812271,0.4074074074074074,mags_fixed,0.0431079000118188
adult,27,139.0,70.0,9.0,0.4246871607418833,0.0,mags_tuned,1.7099815999972634
adult,27,57.0,29.0,6.0,0.3171510805568269,0.2857142857142857,matched_gini,0.0439018000033684
adult,27,63.0,32.0,6.0,,,noise_augmented_cart,0.0789301999902818
adult,27,,,,,,random_forest,0.0888838000246323
adult,27,,,,,,rbf_svm,0.0467371999984607
adult,28,55.0,28.0,6.0,,,cart_fixed,0.0044903999951202
adult,28,85.0,43.0,14.0,,,cart_pruned,0.0726885999902151
adult,28,215.0,108.0,17.0,,,cart_tuned_depth,0.0441728000005241
adult,28,,,,,,extra_trees,0.0712564999994356
adult,28,,,,,,linear_svm,0.0627787999983411
adult,28,53.0,27.0,6.0,0.3060055057365118,0.2307692307692307,mags_binary_excluded,0.0464365000079851
adult,28,53.0,27.0,6.0,0.5653949142142755,0.5384615384615384,mags_fixed,0.0453507000056561
adult,28,55.0,28.0,6.0,0.4269724471673193,0.0,mags_tuned,1.7057132000045383
adult,28,53.0,27.0,6.0,0.3423537728540096,0.2692307692307692,matched_gini,0.0488109999860171
adult,28,55.0,28.0,6.0,,,noise_augmented_cart,0.0786385999817866
adult,28,,,,,,random_forest,0.0817382999812252
adult,28,,,,,,rbf_svm,0.0553521999972872
adult,29,47.0,24.0,6.0,,,cart_fixed,0.0047399000031873
adult,29,107.0,54.0,16.0,,,cart_pruned,0.0852958999748807
adult,29,31.0,16.0,5.0,,,cart_tuned_depth,0.0384021000063512
adult,29,,,,,,extra_trees,0.0752526999858673
adult,29,,,,,,linear_svm,0.0593943999847397
adult,29,49.0,25.0,6.0,0.2458439586298187,0.2083333333333333,mags_binary_excluded,0.0415852000005543
adult,29,53.0,27.0,6.0,0.4161393932684178,0.3846153846153846,mags_fixed,0.0468345999834127
adult,29,69.0,35.0,7.0,0.4410135978653638,0.0,mags_tuned,1.662286500009941
adult,29,49.0,25.0,6.0,0.2433020248848768,0.2083333333333333,matched_gini,0.0451491999847348
adult,29,51.0,26.0,6.0,,,noise_augmented_cart,0.0844109000172466
adult,29,,,,,,random_forest,0.0897556999989319
adult,29,,,,,,rbf_svm,0.053018599981442
balance_scale,0,31.0,16.0,4.0,,,cart_fixed,0.0006745000137016
balance_scale,0,81.0,41.0,8.0,,,cart_pruned,0.0121273999975528
balance_scale,0,51.0,26.0,5.0,,,cart_tuned_depth,0.0080916000006254
balance_scale,0,,,,,,extra_trees,0.0431613000109791
balance_scale,0,,,,,,linear_svm,0.0011682999902404
balance_scale,0,31.0,16.0,4.0,0.4222222222222222,0.0,mags_binary_excluded,0.0015908000059425
balance_scale,0,31.0,16.0,4.0,0.4222222222222222,0.0,mags_fixed,0.0015948000072967
balance_scale,0,79.0,40.0,7.0,0.5256410256410257,0.0,mags_tuned,0.0709097000071778
balance_scale,0,31.0,16.0,4.0,0.3722222222222222,0.0,matched_gini,0.0019787999917753
balance_scale,0,31.0,16.0,4.0,,,noise_augmented_cart,0.0008970000199042
balance_scale,0,,,,,,random_forest,0.0587591000075917
balance_scale,0,,,,,,rbf_svm,0.0016049000259954
balance_scale,1,29.0,15.0,4.0,,,cart_fixed,0.0005884999991394
balance_scale,1,85.0,43.0,8.0,,,cart_pruned,0.014462299994193
balance_scale,1,51.0,26.0,5.0,,,cart_tuned_depth,0.0103811000008136
balance_scale,1,,,,,,extra_trees,0.0452100000111386
balance_scale,1,,,,,,linear_svm,0.0011381999938748
